Success,Completion Steps,Wall Time (s),Drone Count,max_steps,boundary,clusters,dt,drone_xy,k_nn,conditionally_apply_repulsion,N,spawn_type,seed,success_radius
True,3828.0,118.38881020799454,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",10,True,500,uniform,0,89.44271909999159
True,4009.0,122.0160116670013,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",20,True,500,uniform,0,89.44271909999159
True,3957.0,122.70423587500409,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",30,True,500,uniform,0,89.44271909999159
True,4004.0,130.051034832999,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",40,True,500,uniform,0,89.44271909999159
True,3848.0,120.38434775000496,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",50,True,500,uniform,0,89.44271909999159
True,3898.0,119.53339974999835,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",60,True,500,uniform,0,89.44271909999159
True,3587.0,112.35422170899983,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",70,True,500,uniform,0,89.44271909999159
True,3448.0,107.89560166599404,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",80,True,500,uniform,0,89.44271909999159
True,3495.0,107.9108090410009,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",90,True,500,uniform,0,89.44271909999159
True,3352.0,105.81272704100411,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",100,True,500,uniform,0,89.44271909999159
True,3264.0,100.69632170800469,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",110,True,500,uniform,0,89.44271909999159
True,3154.0,96.43736066699785,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",120,True,500,uniform,0,89.44271909999159
True,3092.0,95.19379137500073,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",130,True,500,uniform,0,89.44271909999159
True,3212.0,105.36398670799099,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",140,True,500,uniform,0,89.44271909999159
True,3055.0,107.09078583399241,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",150,True,500,uniform,0,89.44271909999159
True,3195.0,110.22745329199824,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",160,True,500,uniform,0,89.44271909999159
True,2914.0,100.23987216700334,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",170,True,500,uniform,0,89.44271909999159
True,3019.0,101.25088849999884,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",180,True,500,uniform,0,89.44271909999159
True,3073.0,104.57218483400356,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",190,True,500,uniform,0,89.44271909999159
True,3033.0,104.9620643750095,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",200,True,500,uniform,0,89.44271909999159
True,4146.0,139.25839316600468,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",10,True,500,uniform,1,89.44271909999159
True,4058.0,136.7182834999985,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",20,True,500,uniform,1,89.44271909999159
True,4206.0,141.1626660000038,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",30,True,500,uniform,1,89.44271909999159
True,4075.0,139.34343737499148,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",40,True,500,uniform,1,89.44271909999159
True,4031.0,133.89340533300128,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",50,True,500,uniform,1,89.44271909999159
True,3809.0,129.51488970799255,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",60,True,500,uniform,1,89.44271909999159
True,3759.0,129.02485104200605,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",70,True,500,uniform,1,89.44271909999159
True,3536.0,120.74625916700461,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",80,True,500,uniform,1,89.44271909999159
True,3362.0,115.15873120800825,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",90,True,500,uniform,1,89.44271909999159
True,3543.0,120.32905266700254,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",100,True,500,uniform,1,89.44271909999159
True,3296.0,111.55211395899823,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",110,True,500,uniform,1,89.44271909999159
True,3205.0,107.83854837498802,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",120,True,500,uniform,1,89.44271909999159
True,3212.0,107.85046304199204,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",130,True,500,uniform,1,89.44271909999159
True,3072.0,102.89931362500647,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",140,True,500,uniform,1,89.44271909999159
True,3139.0,104.1017421669967,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",150,True,500,uniform,1,89.44271909999159
True,3225.0,105.15559770898835,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",160,True,500,uniform,1,89.44271909999159
True,3106.0,100.20714462499018,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",170,True,500,uniform,1,89.44271909999159
True,3137.0,94.2880858330027,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",180,True,500,uniform,1,89.44271909999159
True,3247.0,102.35020520800026,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",190,True,500,uniform,1,89.44271909999159
True,3224.0,105.69747600000119,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",200,True,500,uniform,1,89.44271909999159
False,,169.5833578340098,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",10,True,500,uniform,2,89.44271909999159
False,,178.53313912499289,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",20,True,500,uniform,2,89.44271909999159
False,,174.6778742500028,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",30,True,500,uniform,2,89.44271909999159
False,,176.49509650000255,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",40,True,500,uniform,2,89.44271909999159
False,,174.78289674999542,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",50,True,500,uniform,2,89.44271909999159
False,,177.61159549999866,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",60,True,500,uniform,2,89.44271909999159
False,,168.61198891699314,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",70,True,500,uniform,2,89.44271909999159
False,,156.69335662500816,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",80,True,500,uniform,2,89.44271909999159
False,,160.93431412499922,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",90,True,500,uniform,2,89.44271909999159
False,,165.41317695801263,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",100,True,500,uniform,2,89.44271909999159
False,,172.49795091598935,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",110,True,500,uniform,2,89.44271909999159
False,,170.69295012501243,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",120,True,500,uniform,2,89.44271909999159
False,,170.07865883401246,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",130,True,500,uniform,2,89.44271909999159
False,,172.324477208007,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",140,True,500,uniform,2,89.44271909999159
False,,169.88846745798946,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",150,True,500,uniform,2,89.44271909999159
False,,173.8090437919891,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",160,True,500,uniform,2,89.44271909999159
False,,173.96172870800365,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",170,True,500,uniform,2,89.44271909999159
False,,175.41226312499202,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",180,True,500,uniform,2,89.44271909999159
False,,172.23073658400972,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",190,True,500,uniform,2,89.44271909999159
False,,201.85978266700113,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",200,True,500,uniform,2,89.44271909999159
True,4220.0,156.50229720800417,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",10,True,500,uniform,3,89.44271909999159
True,4256.0,158.0358064579923,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",20,True,500,uniform,3,89.44271909999159
True,4344.0,157.31495499999437,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",30,True,500,uniform,3,89.44271909999159
True,4335.0,153.31669137500285,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",40,True,500,uniform,3,89.44271909999159
True,4146.0,162.14086766599212,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",50,True,500,uniform,3,89.44271909999159
True,4210.0,147.79758387499896,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",60,True,500,uniform,3,89.44271909999159
True,3825.0,131.5459715409961,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",70,True,500,uniform,3,89.44271909999159
True,3907.0,138.65613666700665,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",80,True,500,uniform,3,89.44271909999159
True,3498.0,154.5212983340025,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",90,True,500,uniform,3,89.44271909999159
True,3520.0,153.78694166700006,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",100,True,500,uniform,3,89.44271909999159
True,3222.0,132.22978916599823,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",110,True,500,uniform,3,89.44271909999159
True,3268.0,167.87033079200773,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",120,True,500,uniform,3,89.44271909999159
True,3106.0,229.64653562499734,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",130,True,500,uniform,3,89.44271909999159
True,3097.0,235.47413029099698,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",140,True,500,uniform,3,89.44271909999159
True,3122.0,174.41172200000437,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",150,True,500,uniform,3,89.44271909999159
True,3051.0,184.49501549999695,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",160,True,500,uniform,3,89.44271909999159
True,3140.0,139.66776675000438,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",170,True,500,uniform,3,89.44271909999159
True,3076.0,128.3891631669976,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",180,True,500,uniform,3,89.44271909999159
True,3233.0,129.0943017910031,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",190,True,500,uniform,3,89.44271909999159
True,3148.0,146.04470275000494,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",200,True,500,uniform,3,89.44271909999159
True,3669.0,200.96181449999858,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",10,True,500,uniform,4,89.44271909999159
True,4101.0,224.13268850000168,3,5000,none,3,1.0,"[[  0   0]
 [100   0]
 [  0 100]]",20,True,500,uniform,4,89.44271909999159
